api_unii,MolWt,MolLogP,TPSA,NumHDonors,NumHAcceptors,NumRotatableBonds,NumAromaticRings,NumAliphaticRings,RingCount,FractionCSP3,HeavyAtomCount,NumValenceElectrons,MolMR,LabuteASA,BalabanJ,BertzCT,HallKierAlpha,NumSaturatedRings,NumHeteroatoms,NHOHCount
W5S57Y3A5L,684.8240000000006,1.1038000000000041,216.49999999999997,8,12,21,2,0,2,0.5882352941176471,48,274,180.6101999999996,283.1712381478521,7.271778402977419e-07,1012.8070016932661,-3.3400000000000003,0,14,8
F8A3652H1V,295.81,2.9993000000000016,41.489999999999995,2,3,6,2,0,2,0.375,20,110,85.83650000000004,125.9134547554722,1.9999986018343523e-06,525.3707285845835,-1.2899999999999996,0,4,2
668Z8C33LU,452.5950000000003,5.219900000000005,78.86999999999999,2,4,10,2,1,3,0.48148148148148145,33,178,131.11900000000003,196.49731692358273,1.7959057393774776,950.8875823949171,-3.0199999999999996,1,6,2
927AH8112L,238.15899999999996,0.07350000000000018,118.04999999999998,1,6,3,1,1,2,0.125,17,88,53.201100000000004,93.83084397012486,2.070287586498745,519.7401440929855,-2.71,1,9,1
55JG375S6M,159.22899999999998,1.0821,63.31999999999999,2,2,5,0,0,0,0.875,11,66,44.2522,67.58949237785828,3.6645690593675506,123.26046567326583,-0.5700000000000001,0,3,3
76755771U3,447.83400000000023,3.8995000000000046,35.94,1,4,8,2,1,3,0.42857142857142855,28,156,120.15080000000005,184.8040442556914,1.9599987858507963e-06,650.4600878296759,-0.8499999999999996,1,7,1
44YRR34555,170.212,-0.12729999999999997,63.400000000000006,1,2,3,0,1,1,0.75,12,68,44.22040000000001,71.7107832423802,2.6471642061485827,203.23454122869492,-1.06,1,4,2
WK2XYI10QM,206.28499999999997,3.073200000000001,37.3,1,1,4,1,0,1,0.46153846153846156,15,82,61.03480000000004,90.94175377251301,2.7590371332701524,324.8941190021566,-1.31,0,2,1
ZOU145W1XL,510.45300000000003,5.151700000000006,29.950000000000003,1,5,6,2,2,4,0.45454545454545453,32,178,128.09380000000004,203.12589366451755,1.814998599242802e-06,879.7398117376299,-1.1599999999999995,1,10,1
6M97XTV3HD,558.5950000000001,4.170020000000004,162.16,2,10,10,5,0,5,0.3103448275862069,41,212,146.7189999999998,234.5514153152196,1.4794908396238184,1707.8291340394808,-4.839999999999999,0,12,2
VG2QF83CGL,351.4090000000001,1.95092,99.6,2,6,2,2,1,3,0.14285714285714285,23,120,86.42030000000004,136.50401256165483,2.086827219746808,931.0039542533557,-2.3899999999999997,0,9,2
N1SN99T69T,460.95800000000025,2.9949000000000017,95.94,2,5,9,2,1,3,0.375,32,172,124.10750000000009,193.7171059329861,3.629994302100916e-06,921.6154063476641,-2.9,0,8,2
UR59KN573L,766.9700000000003,4.443600000000004,194.5,6,12,26,2,0,2,0.6,54,308,208.06459999999933,321.30991075666924,8.671037544283663e-07,1142.9716032045771,-3.6,0,14,6
33CM23913M,236.27399999999997,3.3872000000000018,46.33,1,1,0,2,1,3,0.0,18,88,73.53440000000002,105.14913595029721,2.305250789577584,596.9467906495956,-2.55,0,3,2
ZG7E5POY8O,276.20699999999994,3.721100000000003,29.1,1,2,3,1,0,1,0.46153846153846156,17,96,75.38120000000005,114.15374168335612,2.559998788000591e-06,385.2510066297173,-0.5700000000000001,0,4,1
6153CWM0CL,330.31500000000005,-0.018399999999999972,70.34,0,4,4,3,0,3,0.15789473684210525,24,116,85.51300000000006,160.96542471388716,2.08333183986222e-06,915.5481477224685,-1.88,0,5,0
838F01T721,426.4920000000002,3.081320000000002,84.39,1,6,4,3,2,5,0.5217391304347826,31,164,113.51380000000005,179.03353084764746,1.2396672702755924,1163.573356693954,-2.5800000000000005,1,8,1
320T6RNW1F,429.60400000000016,5.406500000000007,40.540000000000006,1,3,2,1,4,5,0.5517241379310345,32,168,129.43180000000004,192.13735598643598,1.669116622570653,1066.6143469067176,-2.3099999999999996,2,3,1
9O25354EPJ,492.5250000000004,1.316400000000002,170.54,4,7,11,1,1,2,0.4583333333333333,35,192,124.56410000000012,202.92431098657678,6.578702670061469e-07,885.5156836912856,-3.7300000000000004,1,11,4
X7WDT95N5C,445.54500000000024,2.0781199999999993,130.15,3,6,7,2,1,3,0.42857142857142855,31,166,114.97440000000005,181.66973203561423,1.4808622529805016,1001.0705398115275,-3.0100000000000002,1,10,3
H0DE420U8G,169.56699999999998,1.7744999999999997,46.0,1,2,0,2,0,2,0.0,11,56,41.844699999999996,66.59183322318094,2.920939354744553,442.88245407860506,-1.22,0,4,1
5LGN83G74V,434.4110000000001,2.9133000000000004,131.44,3,6,11,1,0,1,0.42105263157894735,30,168,103.12600000000006,171.31633878262068,8.897726352115943e-07,687.2164486396919,-2.9200000000000004,0,11,4
GNN1DV99GX,149.215,0.10670000000000035,63.31999999999999,3,3,2,0,0,0,0.8,9,54,38.676199999999994,59.649732698070196,4.040215640745235,118.61662740247263,-0.22000000000000008,0,4,3
563KS2PQY5,250.298,0.45390000000000025,67.42999999999999,2,3,6,1,0,1,0.38461538461538464,18,98,67.76940000000003,106.52231171708375,2.481951907071221,392.48264694846,-1.8799999999999994,0,5,2
8VZV102JFY,306.276,0.7357999999999993,81.65,1,5,5,3,0,3,0.23076923076923078,22,114,70.29880000000001,123.41948530867808,2.0062012637427222,707.748307396491,-2.68,0,9,1
0Y2S3XUQ5H,364.4230000000001,3.0365,118.72000000000001,3,5,8,2,0,2,0.23529411764705882,25,134,94.68820000000007,146.03303775232652,2.5918035858395356,850.8419702178361,-2.5799999999999996,0,8,4
M5DP350VZV,303.141,3.6057000000000023,63.60000000000001,1,3,6,1,0,1,0.23076923076923078,19,102,73.35430000000004,120.13375052364273,3.0691765104126865,537.6899088554333,-1.52,0,6,1
XB13HYU18U,1183.3349999999998,-6.515230000000019,567.2099999999998,15,16,19,2,2,4,0.4791666666666667,81,450,295.55489999999975,472.4394023439334,8.83115965647138e-06,2477.66063478092,-8.27,2,33,25
0H73WJJ391,339.36600000000016,-0.3953999999999982,115.54000000000002,1,8,3,0,3,3,1.0,22,128,71.60420000000005,128.7270626681316,1.8725713676939653,561.473564578839,-0.33,3,10,2
JCX84Q7J1L,381.3790000000001,3.5139200000000015,77.98,1,3,3,3,0,3,0.11764705882352941,26,136,90.11220000000002,147.47998201558565,2.160670373157657,1038.352309274621,-2.65,0,9,2
W24OD7YW48,489.059,5.905080000000007,53.33,0,4,8,3,1,4,0.3333333333333333,35,182,141.56899999999987,214.4996396846272,3.4224937329826166e-06,1065.8581500882663,-3.129999999999998,1,5,0
5092U85G58,487.9630000000002,4.3304000000000045,110.88,2,6,7,3,1,4,0.2916666666666667,34,180,132.4572,201.64762520263423,3.2399942746607125e-06,1184.7273174671227,-3.2699999999999996,1,10,4
36S3EQV54C,294.745,3.271700000000002,43.07,0,3,1,3,1,4,0.0625,21,102,82.15400000000002,126.29511475753817,1.9961465411984811,836.4931314625339,-2.4599999999999995,0,5,0
013TE6E4WV,889.0169999999997,8.607300000000008,174.64,4,8,10,5,5,10,0.46938775510204084,65,340,237.33079999999939,374.7898897670723,0.8958849355767068,2742.5134729419824,-6.319999999999999,4,16,4
451W47IQ8X,58.443,-5.992,0.0,0,0,0,0,0,0,0.0,2,8,0.0,41.93497063516508,0.0,2.0,1.29,0,2,0
0K5C5T2QPG,369.3680000000001,3.515220000000002,73.86,1,4,5,3,0,3,0.25,25,132,86.73010000000005,143.98292915165834,1.7731962752944586,849.4325983042299,-2.2599999999999993,0,9,1
H789N3FKE8,213.66399999999996,1.8569999999999995,63.31999999999999,2,2,4,1,0,1,0.3,14,76,55.500200000000014,87.49008435321754,2.7829771877466487,310.402966410215,-1.06,0,4,3
Q3JTX2Q7TU,284.746,3.153800000000002,32.67,0,2,1,2,1,3,0.125,20,100,81.81000000000003,122.06237911260715,2.2299634444150054,694.8779897536323,-2.1299999999999994,0,4,0
CQ903KQA31,345.9550000000001,4.824000000000006,29.54,0,3,7,0,2,2,0.9473684210526315,23,136,98.08800000000006,148.48454103221349,2.6449974855274946e-06,332.2613141115411,-0.2800000000000001,2,4,0
A051Q2099Q,265.36,2.4789000000000003,19.37,0,3,0,2,2,4,0.35294117647058826,20,102,81.06900000000005,119.40580302623545,1.90176612455508,637.6371725464028,-1.8699999999999997,1,3,0
SML2Y3J35T,399.44300000000015,2.8716000000000017,83.09000000000002,1,6,5,2,1,3,0.36363636363636365,29,154,109.23470000000006,169.1047200632566,2.414127979948404,1001.3949196223746,-3.22,0,7,1
7S5I7G3JQL,392.4670000000001,1.895700000000001,94.83000000000001,3,5,2,0,4,4,0.7272727272727273,28,154,99.94440000000006,163.87178561127467,1.83769187946728,804.7488254884713,-1.3700000000000003,3,6,3
4182431BJH,274.255,-0.4423000000000005,60.27,1,2,2,2,1,3,0.06666666666666667,20,94,70.56170000000003,138.4136607052372,1.469999249250395e-06,589.3364775257082,-1.6199999999999997,1,5,1
0K47UL67F2,406.482,3.7380000000000018,75.74,3,5,10,4,0,4,0.25,30,156,118.66520000000004,174.93537112075,1.2575379884643594,1108.7174439193616,-3.2199999999999993,0,6,3
L9F3D9RENQ,393.9550000000002,3.7647000000000044,49.769999999999996,1,4,7,1,1,2,0.5909090909090909,27,150,110.68480000000007,169.2460991926722,3.644995501130812e-06,615.440215132596,-1.5399999999999996,1,5,1
786Z46389E,165.62800000000001,-0.6123600000000003,88.99000000000001,4,2,0,0,0,0,0.5,10,60,43.71150000000001,66.00745917292251,0.0,131.60964047443682,-0.97,0,6,5
M329791L57,319.36500000000007,-0.5187999999999979,79.35999999999999,2,6,3,1,4,5,0.4666666666666667,23,124,82.96900000000004,134.41069465871308,1.3894230406161245e-07,508.9612680116405,-2.0,4,8,2
5PE9FDE8GB,315.716,3.037700000000001,84.6,1,4,2,2,1,3,0.06666666666666667,22,110,83.68410000000002,130.14044123411497,2.2335991802431643,817.430013234153,-2.73,0,7,1
4B3SC438HI,269.77199999999993,2.5071000000000008,38.33,1,3,3,1,1,2,0.5,18,100,74.08870000000005,114.32313164684872,1.6199991780754324e-06,363.3165578143707,-1.06,1,4,1
9N7R477WCK,299.8419999999999,3.0564000000000027,32.7,1,3,4,1,1,2,0.625,20,114,84.65080000000005,127.89569901438954,1.9999987946674217e-06,424.6928286924328,-0.77,1,4,1
6E8ZO8LRNM,408.333,2.7835000000000014,45.78,0,4,5,3,1,4,0.3684210526315789,27,144,111.42200000000004,168.9106913047951,2.102497181083033e-06,946.4230477570544,-2.0199999999999996,1,8,0
83HN0GTJ6D,1202.6349999999993,3.269000000000004,278.8,5,12,15,0,1,1,0.7903225806451613,85,486,328.4446000000004,508.39454709884245,4.320268725023782,2325.0756756660257,-6.130000000000003,1,23,5
J0E2756Z7N,428.5400000000001,4.777400000000004,87.13000000000001,1,5,7,3,2,5,0.4,32,164,123.75870000000002,187.50337792250116,1.3836088791531862,1113.598605256763,-3.3499999999999996,1,7,1
L6UH7ZF8HC,410.4930000000002,3.5904200000000026,64.16,0,5,4,3,2,5,0.5217391304347826,30,158,112.25800000000005,174.23929709545146,1.2328492308842518,1128.1689101168886,-2.5400000000000005,1,7,0
8Q2869CNVH,433.95800000000014,3.1302000000000008,122.99,4,6,9,2,0,2,0.5,28,158,112.44890000000008,170.66209528646118,6.963476863699863e-07,827.0809192394158,-1.4899999999999998,0,10,4
EE083865G2,426.8600000000002,4.071900000000002,115.57000000000002,3,5,6,3,1,4,0.19047619047619047,30,154,113.51530000000001,176.86664732130487,1.6002616831341392,1147.2996854988344,-3.52,1,9,4
4AF302ESOS,293.37000000000006,3.1285200000000017,39.82,0,2,2,3,1,4,0.3333333333333333,22,112,86.02450000000005,128.93835940075277,1.7679612527097788,871.7199680624578,-2.36,0,4,0
0K2I505OTV,185.69799999999998,2.3882,26.02,1,1,2,1,0,1,0.4,12,68,55.66040000000003,80.38415552664553,1.2099997178500676e-06,213.03023055713177,-0.53,0,2,2
60UAB198HK,506.6050000000003,4.936920000000004,75.0,1,7,7,4,1,5,0.4074074074074074,37,194,140.70769999999987,214.9341123294566,1.3476176616099083,1392.0510651500408,-3.4999999999999996,1,10,1
140QMO216E,171.15599999999998,0.09201999999999982,81.19,1,4,3,1,0,1,0.5,12,66,40.704200000000014,68.61221882593873,3.032858934158134,294.2284590462866,-1.43,0,6,1
46627O600J,197.19,0.05219999999999969,103.78,4,4,3,1,0,1,0.2222222222222222,14,76,49.08680000000001,80.41034351633131,2.7772680269131413,350.6652327975252,-1.75,0,5,5
2BMD2GNA4V,73.89,-8.439,63.19,0,3,0,0,0,0,0.0,6,24,5.396,59.08437168413018,-4.4999999250000016e-08,31.774437510817343,0.4648051948051948,0,5,0
UZX80K71OE,388.81500000000005,1.568,91.76,0,7,2,2,2,4,0.35294117647058826,27,140,96.38050000000003,160.0746725436011,1.631264877657146,869.2273935019914,-2.78,1,10,0
XX73205DH5,1558.7310000000016,-22.230500000000024,864.3600000000007,19,54,37,0,2,2,1.0,84,488,237.16640000000015,513.6782249952615,1.3311107965917113e-05,2934.052715722135,2.83220779220779,2,72,21
1NMA9J598Y,221.25599999999997,1.7906399999999998,47.56,1,3,3,1,1,2,0.4166666666666667,16,86,59.68270000000003,94.55369939501296,1.9147662796967868,383.0003882453518,-1.71,1,4,1
976728SY6Z,681.7800000000002,7.358000000000007,42.68,0,4,11,3,0,3,0.4,32,174,150.66549999999975,223.69052487412648,3.6299944951505127e-06,1023.838209219812,-0.8399999999999996,0,7,0
5W7SIA7YZW,312.45300000000003,3.882600000000003,37.3,1,2,1,0,4,4,0.7619047619047619,23,124,90.49280000000005,139.28014691355958,1.6711962826978062,597.4530522903293,-1.07,3,2,1
Y882YXF34X,158.166,-2.8683999999999985,80.25999999999999,0,4,0,0,0,0,0.5,9,48,27.115999999999993,82.86718822425235,-7.199999951999999e-08,70.56842503028855,0.19974025974025977,0,5,0
6804DJ8Z9U,359.3540000000001,0.7602,122.91000000000001,3,7,6,1,1,2,0.6666666666666666,25,140,84.54830000000003,142.94320242284633,2.0737294799944523,667.1570459543574,-2.04,1,10,3
EQT531S367,1026.9670000000003,4.79410000000001,338.5,12,12,20,8,0,8,0.25,71,384,269.4699999999993,407.85930407919534,2.5618328603615313e-07,2728.52052787171,-6.26,0,23,14
O26FZP769L,321.163,3.1013000000000015,61.69,2,3,1,2,1,3,0.06666666666666667,21,106,83.17950000000002,130.58496549069287,2.26892535252096,759.0888790908208,-1.8799999999999994,0,6,2
9TN87S3A3C,252.24499999999998,-1.2941999999999987,49.36,0,3,3,2,0,2,0.21428571428571427,18,88,63.92200000000004,128.05553681327723,1.6199992655253488e-06,565.967701298815,-1.0299999999999998,0,4,0
0C50HW4FO1,435.2850000000001,4.717400000000002,120.64000000000001,2,7,4,3,0,3,0.1,28,138,109.2891,170.10066102981094,1.939699195106058,1106.1535757595157,-3.6199999999999997,0,8,3
JE42381TNV,253.28300000000002,1.3660199999999998,98.22,2,5,3,2,0,2,0.1,17,90,62.90290000000002,98.46930176378613,2.2767262836744524,616.5006093542686,-2.0199999999999996,0,7,3
L4D5UA6CB4,334.243,0.033399999999999486,52.16,1,3,4,2,0,2,0.07142857142857142,20,98,74.89770000000003,169.25309673932796,1.9999988342507e-06,599.6229405866206,-0.07363636363636328,0,6,1
7LKK855W8I,285.31,2.659160000000001,78.29,0,4,3,3,0,3,0.058823529411764705,22,104,79.57700000000003,127.25245867565965,2.0705579702617833,776.560109916363,-3.44,0,5,0
N7U69T4SZR,312.4420000000001,3.4392200000000024,30.870000000000005,1,5,0,2,2,4,0.35294117647058826,22,114,94.04770000000005,134.63664509956521,1.80940676635996,726.0102103648205,-1.8499999999999996,1,5,1
NO70W886KK,988.9869999999999,-4.502099999999982,465.1600000000001,8,16,8,2,8,10,0.5909090909090909,69,388,235.7553999999996,393.83810723694296,3.2934246529287017e-07,2051.9349825274917,-5.58,4,25,18
V47IF0PVH4,422.4930000000002,2.4445000000000014,100.9,2,6,3,0,4,4,0.782608695652174,30,166,105.03860000000006,175.4071643352102,1.709654638325483,837.5499642846634,-1.6,3,7,2
KHS0AZ4JVK,224.26,0.9609999999999999,75.27000000000001,2,3,4,0,1,1,0.5454545454545454,16,88,58.38340000000003,94.27752865342954,3.0548516358409223,327.1388378978494,-1.6500000000000001,1,5,2
E7199S1YWR,441.52500000000026,-0.41419999999999724,195.95999999999998,4,5,12,1,1,2,0.5714285714285714,31,176,115.61430000000006,181.58383089409307,4.499996627065122e-06,686.8107483602024,-2.5300000000000002,1,10,9
7662KG2R6K,390.467,4.309900000000004,83.83,2,4,11,0,2,2,0.9,27,156,95.47060000000006,159.01761663414558,1.8423205694918618,524.5014601434748,-1.0800000000000003,2,7,2
O3FX965V0I,222.251,-0.8561000000000003,115.04,2,6,2,1,0,1,0.25,13,72,45.5859,78.02145102207902,2.9386914588268507,422.35246826398924,-1.06,0,9,3
DE2O63YV8R,378.4320000000001,2.9857000000000005,110.26,2,6,5,2,1,3,0.2857142857142857,28,144,105.21210000000004,163.33307738590707,2.3687786234167425,1021.0412559759963,-3.5300000000000002,0,7,3
4EVE5946BQ,376.40900000000016,-0.04820000000000002,146.01,5,6,6,2,1,3,0.3684210526315789,27,146,97.47610000000005,156.0319781686244,2.7938594706867143e-07,774.4878303046804,-2.5200000000000005,0,8,6
M6Q1EO9TD0,187.714,2.3356999999999997,26.02,1,1,0,0,4,4,1.0,12,70,52.338400000000036,80.49922054637346,5.63333210050027e-07,154.9933883013439,0.24999999999999997,4,2,2
FD171B778Y,196.64100000000002,1.3371999999999995,63.83,2,4,1,2,0,2,0.0,13,68,54.596100000000014,81.53379933493508,8.449998240667046e-07,398.77108911131114,-1.39,0,5,3
57GNO57U7G,372.5530000000001,3.8145000000000024,58.2,2,2,1,0,4,4,0.8260869565217391,27,150,106.84240000000007,163.47781846555736,1.5803697249958204,678.3560579995735,-1.32,3,4,2
Q0MQD1073Q,338.772,0.9242000000000001,109.49000000000001,3,4,2,2,1,3,0.07142857142857142,22,114,79.73220000000002,131.12210125298228,2.2295565964620514,897.4658924470709,-1.9299999999999993,0,8,4
WS821Z52LQ,253.26899999999998,0.8333999999999997,129.62,3,7,1,3,0,3,0.0,19,94,73.8012,108.06842587212037,2.3078316699480332,754.8677985188037,-2.9600000000000004,0,7,6
6DPV8NK46S,368.499,2.4998000000000005,126.64,4,4,4,2,0,2,0.3333333333333333,25,140,101.76820000000008,150.00146735131923,3.679999956556668e-07,606.4901251321179,-1.7699999999999996,0,7,6
9242ECW6R0,433.50100000000043,2.524020000000001,94.53000000000002,1,8,9,1,2,3,0.5652173913043478,31,170,113.42830000000006,182.26544626551106,1.5309832573877629,856.2163393799154,-2.58,1,8,1
Z9O08YRN8O,317.4290000000001,3.238100000000002,38.77,0,4,4,1,2,3,0.631578947368421,23,126,90.13300000000007,138.31243452885533,1.8850854790019058,596.5226759855801,-1.55,1,4,0
576PU70Y8E,548.6550000000003,2.3858,220.03999999999996,10,10,6,2,0,2,0.5,37,212,139.15160000000006,217.3764655240656,5.935714157079787e-07,959.912895629421,-2.6500000000000004,0,13,10
13AFD7670Q,218.25599999999994,0.5378999999999999,58.2,2,2,2,1,1,2,0.3333333333333333,16,84,59.56340000000003,94.03799321965101,2.524396870109536,398.28675391292165,-1.84,1,4,2
0E43V0BB57,382.54100000000005,3.9536000000000047,83.83000000000001,2,5,13,0,1,1,0.8181818181818182,27,156,106.23460000000007,163.73265817843128,2.418000827559309,483.09480891403854,-1.2000000000000002,1,5,2
9NDF7JZ4M3,435.8890000000002,2.5199,88.18,1,6,5,2,2,4,0.3157894736842105,29,152,108.89120000000001,175.48612982852507,1.3496120452397593,932.180757191145,-2.6199999999999997,2,10,1
HDP7W44CIO,481.8950000000001,5.574520000000007,37.980000000000004,0,2,5,3,1,4,0.28,31,168,135.87580000000005,202.7042286796737,1.6016659521169962e-06,898.1553748750258,-1.589999999999999,1,6,2
