api_unii,api_smiles,dose_mg,denominator_unit,route,primary_dosage_form,inactive_ingredients
E7199S1YWR,c1ccc(cc1)CC[C@@H](C(=O)O)N[C@@H](CCCCN)C(=O)N2CCC[C@H]2C(=O)O.O.O,20.0,1,ORAL,TABLET,"[{""name"": ""SILICON DIOXIDE"", ""unii"": ""ETJ7Z6XBU4""}, {""name"": ""DIBASIC CALCIUM PHOSPHATE DIHYDRATE"", ""unii"": ""O7TSZ97GEP""}, {""name"": ""FD&C YELLOW NO. 5"", ""unii"": ""I753WB2F1M""}, {""name"": ""MAGNESIUM STEARATE"", ""unii"": ""70097M6I30""}, {""name"": ""MANNITOL"", ""unii"": ""3OWL53L36A""}, {""name"": ""STARCH, CORN"", ""unii"": ""O8232NY3SJ""}]"
C291HFX4DY,CC[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)OC(=O)C)CCC4=C/C(=N/O)/CC[C@H]34,0.18,1,ORAL,KIT,"[{""name"": ""CARNAUBA WAX"", ""unii"": ""R12CBM0EIZ""}, {""name"": ""CROSCARMELLOSE SODIUM"", ""unii"": ""M28OL1HH48""}, {""name"": ""HYPROMELLOSES"", ""unii"": ""3NXW29V3WO""}, {""name"": ""LACTOSE, UNSPECIFIED FORM"", ""unii"": ""J2B2A4N98G""}, {""name"": ""MAGNESIUM STEARATE"", ""unii"": ""70097M6I30""}, {""name"": ""CELLULOSE, MICROCRYSTALLINE"", ""unii"": ""OP1R32D61U""}, {""name"": ""POLYETHYLENE GLYCOLS"", ""unii"": ""3WJQ0SDW1A""}, {""name"": ""TITANIUM DIOXIDE"", ""unii"": ""15FIX9V2JP""}, {""name"": ""WATER"", ""unii"": ""059QF0KO0R""}, {""name"": ""FD&C BLUE NO. 2"", ""unii"": ""L06K8R7DQK""}, {""name"": ""ALUMINUM OXIDE"", ""unii"": ""LMI26O6933""}, {""name"": ""polysorbate 80"", ""unii"": ""6OZP39ZG8H""}, {""name"": ""HEMATITE"", ""unii"": ""1K09F3G675""}, {""name"": ""STARCH, CORN"", ""unii"": ""O8232NY3SJ""}, {""name"": ""TALC"", ""unii"": ""7SEV7J4R1U""}]"
660YQ98I10,[Cl-].[K+],750.0,1,ORAL,"TABLET, FILM COATED, EXTENDED RELEASE","[{""name"": ""CASTOR OIL"", ""unii"": ""D5340Y2I9G""}, {""name"": ""SILICON DIOXIDE"", ""unii"": ""ETJ7Z6XBU4""}, {""name"": ""D&C YELLOW NO. 10"", ""unii"": ""35SW5USQ3G""}, {""name"": ""MAGNESIUM STEARATE"", ""unii"": ""70097M6I30""}, {""name"": ""PARAFFIN"", ""unii"": ""I9O0E3H2ZE""}, {""name"": ""TITANIUM DIOXIDE"", ""unii"": ""15FIX9V2JP""}, {""name"": ""VANILLIN"", ""unii"": ""CHI530446X""}, {""name"": "".ALPHA.-TOCOPHEROL"", ""unii"": ""H4N855PNZ1""}, {""name"": ""ETHYLCELLULOSES"", ""unii"": ""7Z8S9VYZ4B""}]"
U202363UOS,CC(C)OC(=O)C(C)(C)Oc1ccc(cc1)C(=O)c2ccc(cc2)Cl,160.0,1,ORAL,TABLET,"[{""name"": ""TALC"", ""unii"": ""7SEV7J4R1U""}, {""name"": ""POLYETHYLENE GLYCOL 3350"", ""unii"": ""G2M7P15E5P""}, {""name"": ""SODIUM LAURYL SULFATE"", ""unii"": ""368GB5141J""}, {""name"": ""TITANIUM DIOXIDE"", ""unii"": ""15FIX9V2JP""}, {""name"": ""CROSPOVIDONE"", ""unii"": ""68401960MK""}, {""name"": ""HYPROMELLOSE, UNSPECIFIED"", ""unii"": ""3NXW29V3WO""}, {""name"": ""CELLULOSE, MICROCRYSTALLINE"", ""unii"": ""OP1R32D61U""}, {""name"": ""DIMETHICONE"", ""unii"": ""92RU3N3Y1O""}, {""name"": ""POLYVINYL ALCOHOL, UNSPECIFIED"", ""unii"": ""532B59J990""}, {""name"": ""SODIUM STARCH GLYCOLATE TYPE A POTATO"", ""unii"": ""5856J3G2A2""}, {""name"": ""SILICON DIOXIDE"", ""unii"": ""ETJ7Z6XBU4""}, {""name"": ""SODIUM STEARYL FUMARATE"", ""unii"": ""7CV7WJK4UI""}, {""name"": ""POLYETHYLENE GLYCOL 6000"", ""unii"": ""30IQX730WE""}, {""name"": ""LACTOSE MONOHYDRATE"", ""unii"": ""EWQ57Q8I5X""}, {""name"": ""CROSCARMELLOSE SODIUM"", ""unii"": ""M28OL1HH48""}, {""name"": ""SODIUM STARCH GLYCOLATE TYPE A CORN"", ""unii"": ""AG9B65PV6B""}, {""name"": ""XANTHAN GUM"", ""unii"": ""TTV12P4NEE""}, {""name"": ""CROSPOVIDONE"", ""unii"": ""2S7830E561""}, {""name"": ""EGG PHOSPHOLIPIDS"", ""unii"": ""1Z74184RGV""}, {""name"": ""POVIDONE, UNSPECIFIED"", ""unii"": ""FZ989GH94E""}]"
76755771U3,c1ccc(cc1)C(c2ccc(cc2)Cl)N3CCN(CC3)CCOCCO.Cl.Cl,50.0,1,ORAL,"TABLET, FILM COATED","[{""name"": ""SILICON DIOXIDE"", ""unii"": ""ETJ7Z6XBU4""}, {""name"": ""CROSPOVIDONE"", ""unii"": ""68401960MK""}, {""name"": ""ANHYDROUS DIBASIC CALCIUM PHOSPHATE"", ""unii"": ""L11K75P92J""}, {""name"": ""LACTOSE MONOHYDRATE"", ""unii"": ""EWQ57Q8I5X""}, {""name"": ""MAGNESIUM STEARATE"", ""unii"": ""70097M6I30""}, {""name"": ""CELLULOSE, MICROCRYSTALLINE"", ""unii"": ""OP1R32D61U""}, {""name"": ""TITANIUM DIOXIDE"", ""unii"": ""15FIX9V2JP""}, {""name"": ""HYPROMELLOSES"", ""unii"": ""3NXW29V3WO""}, {""name"": ""POLYETHYLENE GLYCOL 400"", ""unii"": ""B697894SGQ""}, {""name"": ""polysorbate 80"", ""unii"": ""6OZP39ZG8H""}]"
6KY687524K,CCC1=C(C)CN(C1=O)C(=O)NCCc2ccc(cc2)S(=O)(=O)NC(=O)N[C@H]3CC[C@H](C)CC3,4.0,1,ORAL,TABLET,"[{""name"": ""LACTOSE MONOHYDRATE"", ""unii"": ""EWQ57Q8I5X""}, {""name"": ""MAGNESIUM STEARATE"", ""unii"": ""70097M6I30""}, {""name"": ""CELLULOSE, MICROCRYSTALLINE"", ""unii"": ""OP1R32D61U""}, {""name"": ""POLOXAMER 188"", ""unii"": ""LQA7B6G8JG""}, {""name"": ""POVIDONE K30"", ""unii"": ""U725QWY32X""}, {""name"": ""SODIUM STARCH GLYCOLATE TYPE A POTATO"", ""unii"": ""5856J3G2A2""}]"
L6UH7ZF8HC,Cc1c(CCN2CCC(CC2)c3c4ccc(cc4on3)F)c(=O)n5CCCCc5n1,1.0,1,ORAL,"TABLET, FILM COATED","[{""name"": ""HYPROMELLOSE, UNSPECIFIED"", ""unii"": ""3NXW29V3WO""}, {""name"": ""LACTOSE MONOHYDRATE"", ""unii"": ""EWQ57Q8I5X""}, {""name"": ""MAGNESIUM STEARATE"", ""unii"": ""70097M6I30""}, {""name"": ""PROPYLENE GLYCOL"", ""unii"": ""6DC9Q167V3""}, {""name"": ""SODIUM LAURYL SULFATE"", ""unii"": ""368GB5141J""}, {""name"": ""TITANIUM DIOXIDE"", ""unii"": ""15FIX9V2JP""}, {""name"": ""MICROCRYSTALLINE CELLULOSE"", ""unii"": ""OP1R32D61U""}, {""name"": ""STARCH, CORN"", ""unii"": ""O8232NY3SJ""}, {""name"": ""FD&C YELLOW NO. 6"", ""unii"": ""H77VEI93A8""}, {""name"": ""D&C YELLOW NO. 10"", ""unii"": ""35SW5USQ3G""}, {""name"": ""FD&C BLUE NO. 2"", ""unii"": ""L06K8R7DQK""}]"
CHB1QD2QSS,CN1c2ccc(cc2C(=NC(C1=O)O)c3ccccc3)Cl,15.0,1,ORAL,CAPSULE,"[{""name"": ""STARCH, CORN"", ""unii"": ""O8232NY3SJ""}, {""name"": ""SILICON DIOXIDE"", ""unii"": ""ETJ7Z6XBU4""}, {""name"": ""D&C YELLOW NO. 10"", ""unii"": ""35SW5USQ3G""}, {""name"": ""FD&C GREEN NO. 3"", ""unii"": ""3P3ONR6O1S""}, {""name"": ""GELATIN"", ""unii"": ""2G86QN327L""}, {""name"": ""MAGNESIUM STEARATE"", ""unii"": ""70097M6I30""}, {""name"": ""MICROCRYSTALLINE CELLULOSE"", ""unii"": ""OP1R32D61U""}, {""name"": ""SODIUM LAURYL SULFATE"", ""unii"": ""368GB5141J""}, {""name"": ""TITANIUM DIOXIDE"", ""unii"": ""15FIX9V2JP""}]"
26LUD4JO9K,CN(C)CCC=C1c2ccccc2CCc3ccccc31.Cl,150.0,1,ORAL,"TABLET, FILM COATED","[{""name"": ""HEMATITE"", ""unii"": ""1K09F3G675""}, {""name"": ""TALC"", ""unii"": ""7SEV7J4R1U""}, {""name"": ""XANTHAN GUM"", ""unii"": ""TTV12P4NEE""}, {""name"": ""POLYVINYL ALCOHOL, UNSPECIFIED"", ""unii"": ""532B59J990""}, {""name"": ""SILICON DIOXIDE"", ""unii"": ""ETJ7Z6XBU4""}, {""name"": ""LECITHIN, SOYBEAN"", ""unii"": ""1DI56QDM62""}, {""name"": ""CELLULOSE, MICROCRYSTALLINE"", ""unii"": ""OP1R32D61U""}, {""name"": ""TITANIUM DIOXIDE"", ""unii"": ""15FIX9V2JP""}, {""name"": ""CROSCARMELLOSE SODIUM"", ""unii"": ""M28OL1HH48""}, {""name"": ""LACTOSE MONOHYDRATE"", ""unii"": ""EWQ57Q8I5X""}, {""name"": ""MAGNESIUM STEARATE"", ""unii"": ""70097M6I30""}]"
YF1K15M17Y,Cn1c(=O)n2cnc(C(=O)N)c2nn1,5.0,1,ORAL,CAPSULE,"[{""name"": ""MANNITOL"", ""unii"": ""3OWL53L36A""}, {""name"": ""CROSCARMELLOSE SODIUM"", ""unii"": ""M28OL1HH48""}, {""name"": ""STEARIC ACID"", ""unii"": ""4ELV7Z65AP""}, {""name"": ""Anhydrous Citric Acid"", ""unii"": ""XF417D3PSL""}, {""name"": ""SILICON DIOXIDE"", ""unii"": ""ETJ7Z6XBU4""}, {""name"": ""SODIUM LAURYL SULFATE"", ""unii"": ""368GB5141J""}, {""name"": ""GELATIN"", ""unii"": ""2G86QN327L""}, {""name"": ""TITANIUM DIOXIDE"", ""unii"": ""15FIX9V2JP""}, {""name"": ""FERRIC OXIDE YELLOW"", ""unii"": ""EX438O2MRT""}, {""name"": ""FERROSOFERRIC OXIDE"", ""unii"": ""XM0M87F357""}, {""name"": ""FD&C BLUE NO. 1"", ""unii"": ""H3R47K3TBD""}, {""name"": ""SHELLAC"", ""unii"": ""46N107B71O""}, {""name"": ""ALCOHOL"", ""unii"": ""3K9958V90M""}, {""name"": ""BUTYL ALCOHOL"", ""unii"": ""8PJ61P6TS3""}, {""name"": ""PROPYLENE GLYCOL"", ""unii"": ""6DC9Q167V3""}, {""name"": ""METHYL ALCOHOL"", ""unii"": ""Y4S76JWI15""}, {""name"": ""FD&C BLUE NO. 2"", ""unii"": ""L06K8R7DQK""}, {""name"": ""FD&C RED NO. 40"", ""unii"": ""WZB9127XOA""}, {""name"": ""D&C YELLOW NO. 10"", ""unii"": ""35SW5USQ3G""}, {""name"": ""ALUMINUM OXIDE"", ""unii"": ""LMI26O6933""}, {""name"": ""HEMATITE"", ""unii"": ""1K09F3G675""}]"
I1E9D14F36,CN(C)CCCC1(c2ccc(cc2)F)c3ccc(cc3CO1)C#N.Br,40.0,1,ORAL,TABLET,"[{""name"": ""STARCH, CORN"", ""unii"": ""O8232NY3SJ""}, {""name"": ""CROSCARMELLOSE SODIUM"", ""unii"": ""M28OL1HH48""}, {""name"": ""HYPROMELLOSE"", ""unii"": ""3NXW29V3WO""}, {""name"": ""MAGNESIUM STEARATE"", ""unii"": ""70097M6I30""}, {""name"": ""MANNITOL"", ""unii"": ""3OWL53L36A""}, {""name"": ""CELLULOSE, MICROCRYSTALLINE"", ""unii"": ""OP1R32D61U""}, {""name"": ""POLYETHYLENE GLYCOL"", ""unii"": ""3WJQ0SDW1A""}, {""name"": ""TITANIUM DIOXIDE"", ""unii"": ""15FIX9V2JP""}]"
H1250JIK0A,CC[C@@H]1[C@](C)([C@@H]([C@@H](C)C(=O)[C@H](C)C[C@](C)([C@@]([H])([C@@H](C)[C@@]([H])([C@@H](C)C(=O)O1)O[C@H]2C[C@](C)([C@H]([C@H](C)O2)O)OC)O[C@H]3[C@@H]([C@H](C[C@@H](C)O3)N(C)C)O)OC)O)O,500.0,1,ORAL,TABLET,"[{""name"": ""CROSCARMELLOSE SODIUM"", ""unii"": ""M28OL1HH48""}, {""name"": ""HYPROMELLOSES"", ""unii"": ""3NXW29V3WO""}, {""name"": ""MAGNESIUM STEARATE"", ""unii"": ""70097M6I30""}, {""name"": ""CELLULOSE, MICROCRYSTALLINE"", ""unii"": ""OP1R32D61U""}, {""name"": ""POLYETHYLENE GLYCOL"", ""unii"": ""3WJQ0SDW1A""}, {""name"": ""polysorbate 80"", ""unii"": ""6OZP39ZG8H""}, {""name"": ""POVIDONE"", ""unii"": ""FZ989GH94E""}, {""name"": ""TALC"", ""unii"": ""7SEV7J4R1U""}, {""name"": ""TITANIUM DIOXIDE"", ""unii"": ""15FIX9V2JP""}]"
BKE5Q1J60U,CN(C)CCCN1c2ccccc2CCc3ccccc31.Cl,25.0,1,ORAL,"TABLET, FILM COATED","[{""name"": ""SILICON DIOXIDE"", ""unii"": ""ETJ7Z6XBU4""}, {""name"": ""ANHYDROUS DIBASIC CALCIUM PHOSPHATE"", ""unii"": ""L11K75P92J""}, {""name"": ""FD&C BLUE NO. 2"", ""unii"": ""L06K8R7DQK""}, {""name"": ""FD&C RED NO. 40"", ""unii"": ""WZB9127XOA""}, {""name"": ""FD&C YELLOW NO. 6"", ""unii"": ""H77VEI93A8""}, {""name"": ""HYPROMELLOSE, UNSPECIFIED"", ""unii"": ""3NXW29V3WO""}, {""name"": ""MAGNESIUM STEARATE"", ""unii"": ""70097M6I30""}, {""name"": ""MICROCRYSTALLINE CELLULOSE"", ""unii"": ""OP1R32D61U""}, {""name"": ""POLYETHYLENE GLYCOL, UNSPECIFIED"", ""unii"": ""3WJQ0SDW1A""}, {""name"": ""polysorbate 80"", ""unii"": ""6OZP39ZG8H""}, {""name"": ""SODIUM STARCH GLYCOLATE TYPE A POTATO"", ""unii"": ""5856J3G2A2""}, {""name"": ""TITANIUM DIOXIDE"", ""unii"": ""15FIX9V2JP""}, {""name"": ""ALUMINUM OXIDE"", ""unii"": ""LMI26O6933""}]"
KG60484QX9,Cc1cnc(C[S+](c2[nH]c3ccc(cc3n2)OC)[O-])c(C)c1OC,20.0,1,ORAL,"CAPSULE, DELAYED RELEASE",[]
CUZ39LUY82,C[C@H](Cc1cc2CCN(CCCO)c2c(c1)C(=O)N)NCCOc3ccccc3OCC(F)(F)F,4.0,1,ORAL,CAPSULE,"[{""name"": ""STARCH, CORN"", ""unii"": ""O8232NY3SJ""}, {""name"": ""SODIUM LAURYL SULFATE"", ""unii"": ""368GB5141J""}, {""name"": ""MAGNESIUM STEARATE"", ""unii"": ""70097M6I30""}, {""name"": ""GELATIN, UNSPECIFIED"", ""unii"": ""2G86QN327L""}, {""name"": ""TITANIUM DIOXIDE"", ""unii"": ""15FIX9V2JP""}, {""name"": ""SHELLAC"", ""unii"": ""46N107B71O""}, {""name"": ""PROPYLENE GLYCOL"", ""unii"": ""6DC9Q167V3""}, {""name"": ""FERRIC OXIDE YELLOW"", ""unii"": ""EX438O2MRT""}, {""name"": ""SUCROSE"", ""unii"": ""C151H8M554""}, {""name"": ""FD&C BLUE NO. 1"", ""unii"": ""H3R47K3TBD""}]"
804826J2HU,CC1(C)[C@H](C(=O)O)N2C(=O)[C@H]([C@@]2([H])S1)NC(=O)[C@@H](c3ccc(cc3)O)N.O.O.O,400.0,mL,ORAL,"POWDER, FOR SUSPENSION","[{""name"": ""SUCROSE"", ""unii"": ""C151H8M554""}, {""name"": ""SODIUM CITRATE, UNSPECIFIED FORM"", ""unii"": ""1Q73Q2JULR""}, {""name"": ""SODIUM BENZOATE"", ""unii"": ""OJ245FE5EU""}, {""name"": ""EDETATE DISODIUM"", ""unii"": ""7FLD91C86K""}, {""name"": ""FD&C RED NO. 3"", ""unii"": ""PN2ZH5LOQY""}, {""name"": ""XANTHAN GUM"", ""unii"": ""TTV12P4NEE""}, {""name"": ""SILICON DIOXIDE"", ""unii"": ""ETJ7Z6XBU4""}]"
0VE05JYS2P,CN(C)CCC=C1c2ccccc2C=Cc3ccccc31.Cl,10.0,1,ORAL,"TABLET, FILM COATED","[{""name"": ""SILICON DIOXIDE"", ""unii"": ""ETJ7Z6XBU4""}, {""name"": ""STARCH, CORN"", ""unii"": ""O8232NY3SJ""}, {""name"": ""HYPROMELLOSES"", ""unii"": ""3NXW29V3WO""}, {""name"": ""LACTOSE, UNSPECIFIED FORM"", ""unii"": ""J2B2A4N98G""}, {""name"": ""MAGNESIUM STEARATE"", ""unii"": ""70097M6I30""}, {""name"": ""CELLULOSE, MICROCRYSTALLINE"", ""unii"": ""OP1R32D61U""}, {""name"": ""POLYETHYLENE GLYCOLS"", ""unii"": ""3WJQ0SDW1A""}, {""name"": ""PROPYLENE GLYCOL"", ""unii"": ""6DC9Q167V3""}]"
362O9ITL9D,CC(=O)Nc1ccc(cc1)O,500.0,1,ORAL,TABLET,"[{""name"": ""HYPROMELLOSE"", ""unii"": ""3NXW29V3WO""}, {""name"": ""LACTOSE MONOHYDRATE"", ""unii"": ""EWQ57Q8I5X""}, {""name"": ""MAGNESIUM STEARATE"", ""unii"": ""70097M6I30""}, {""name"": ""SODIUM STARCH GLYCOLATE TYPE A POTATO"", ""unii"": ""5856J3G2A2""}, {""name"": ""SILICON DIOXIDE"", ""unii"": ""ETJ7Z6XBU4""}, {""name"": ""CROSCARMELLOSE SODIUM"", ""unii"": ""M28OL1HH48""}, {""name"": ""CROSPOVIDONE"", ""unii"": ""68401960MK""}, {""name"": ""FD&C BLUE NO. 1"", ""unii"": ""H3R47K3TBD""}, {""name"": ""FD&C YELLOW NO. 5"", ""unii"": ""I753WB2F1M""}, {""name"": ""CELLULOSE, MICROCRYSTALLINE"", ""unii"": ""OP1R32D61U""}, {""name"": ""POVIDONE"", ""unii"": ""FZ989GH94E""}, {""name"": ""STARCH, CORN"", ""unii"": ""O8232NY3SJ""}, {""name"": ""STEARIC ACID"", ""unii"": ""4ELV7Z65AP""}, {""name"": ""SUCROSE"", ""unii"": ""C151H8M554""}, {""name"": ""D&C YELLOW NO. 10"", ""unii"": ""35SW5USQ3G""}, {""name"": ""D&C RED NO. 27"", ""unii"": ""2LRS185U6K""}, {""name"": ""D&C RED NO. 30"", ""unii"": ""2S42T2808B""}]"
ZOU145W1XL,c1ccc2c(c1)N(CCCN3CCN(CC3)CCO)c4cc(ccc4S2)C(F)(F)F.Cl.Cl,0.5,mL,ORAL,ELIXIR,[]
0J48LPH2TH,c1c(c(cc2c1NCNS2(=O)=O)S(=O)(=O)N)Cl,12.5,1,ORAL,"TABLET, FILM COATED","[{""name"": ""CROSCARMELLOSE SODIUM"", ""unii"": ""M28OL1HH48""}, {""name"": ""FERRIC OXIDE YELLOW"", ""unii"": ""EX438O2MRT""}, {""name"": ""HYPROMELLOSE, UNSPECIFIED"", ""unii"": ""3NXW29V3WO""}, {""name"": ""SILICON DIOXIDE"", ""unii"": ""ETJ7Z6XBU4""}, {""name"": ""POLYETHYLENE GLYCOL 400"", ""unii"": ""B697894SGQ""}, {""name"": ""MICROCRYSTALLINE CELLULOSE"", ""unii"": ""OP1R32D61U""}, {""name"": ""CROSPOVIDONE"", ""unii"": ""68401960MK""}, {""name"": ""MAGNESIUM STEARATE"", ""unii"": ""70097M6I30""}, {""name"": ""TITANIUM DIOXIDE"", ""unii"": ""15FIX9V2JP""}, {""name"": ""HEMATITE"", ""unii"": ""1K09F3G675""}, {""name"": ""STARCH, CORN"", ""unii"": ""O8232NY3SJ""}]"
4WCI67NK8M,CN1CCCCC1CCN2c3ccccc3Sc4ccc(cc42)SC.Cl,10.0,1,ORAL,"TABLET, FILM COATED",[]
R61ZEH7I1I,CC(CN1c2ccccc2Sc3ccccc31)N(C)C.Cl,12.5,1,ORAL,TABLET,"[{""name"": ""HYPROMELLOSE"", ""unii"": ""3NXW29V3WO""}, {""name"": ""LACTOSE MONOHYDRATE"", ""unii"": ""EWQ57Q8I5X""}, {""name"": ""MAGNESIUM STEARATE"", ""unii"": ""70097M6I30""}, {""name"": ""CELLULOSE, MICROCRYSTALLINE"", ""unii"": ""OP1R32D61U""}, {""name"": ""FD&C YELLOW NO. 6"", ""unii"": ""H77VEI93A8""}, {""name"": ""D&C RED NO. 27"", ""unii"": ""2LRS185U6K""}, {""name"": ""D&C RED NO. 30"", ""unii"": ""2S42T2808B""}]"
362O9ITL9D,CC(=O)Nc1ccc(cc1)O,300.0,1,ORAL,TABLET,"[{""name"": ""POWDERED CELLULOSE"", ""unii"": ""SMD1X3XO9M""}, {""name"": ""MAGNESIUM STEARATE"", ""unii"": ""70097M6I30""}, {""name"": ""SODIUM METABISULFITE"", ""unii"": ""4VON5FNS3C""}, {""name"": ""starch, corn"", ""unii"": ""O8232NY3SJ""}]"
0VE05JYS2P,CN(C)CCC=C1c2ccccc2C=Cc3ccccc31.Cl,10.0,1,ORAL,"TABLET, FILM COATED","[{""name"": ""ANHYDROUS LACTOSE"", ""unii"": ""3SY5LH9PMK""}, {""name"": ""CARNAUBA WAX"", ""unii"": ""R12CBM0EIZ""}, {""name"": ""STARCH, CORN"", ""unii"": ""O8232NY3SJ""}, {""name"": ""CROSPOVIDONE"", ""unii"": ""68401960MK""}, {""name"": ""HYPROMELLOSE 2910 (3 MPA.S)"", ""unii"": ""0VUT3PMY82""}, {""name"": ""HYPROMELLOSE 2910 (6 MPA.S)"", ""unii"": ""0WZ8WG20P6""}, {""name"": ""MAGNESIUM STEARATE"", ""unii"": ""70097M6I30""}, {""name"": ""POLYETHYLENE GLYCOL 400"", ""unii"": ""B697894SGQ""}, {""name"": ""POLYETHYLENE GLYCOL 8000"", ""unii"": ""Q662QK8M3B""}, {""name"": ""polysorbate 80"", ""unii"": ""6OZP39ZG8H""}, {""name"": ""TITANIUM DIOXIDE"", ""unii"": ""15FIX9V2JP""}, {""name"": ""D&C YELLOW NO. 10"", ""unii"": ""35SW5USQ3G""}, {""name"": ""ALUMINUM OXIDE"", ""unii"": ""LMI26O6933""}, {""name"": ""FD&C BLUE NO. 2"", ""unii"": ""L06K8R7DQK""}, {""name"": ""FD&C YELLOW NO. 6"", ""unii"": ""H77VEI93A8""}]"
1NMA9J598Y,Cc1cc(C)cc(c1)OCC2CNC(=O)O2,800.0,1,ORAL,TABLET,"[{""name"": ""ALGINIC ACID"", ""unii"": ""8C3Z4148WZ""}, {""name"": ""STARCH, CORN"", ""unii"": ""O8232NY3SJ""}, {""name"": ""MAGNESIUM STEARATE"", ""unii"": ""70097M6I30""}]"
884KT10YB7,CNC(=C[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1,150.0,1,ORAL,TABLET,"[{""name"": ""FD&C YELLOW NO. 6"", ""unii"": ""H77VEI93A8""}, {""name"": ""HYPROMELLOSE"", ""unii"": ""3NXW29V3WO""}, {""name"": ""LACTOSE MONOHYDRATE"", ""unii"": ""EWQ57Q8I5X""}, {""name"": ""MAGNESIUM STEARATE"", ""unii"": ""70097M6I30""}, {""name"": ""CELLULOSE, MICROCRYSTALLINE"", ""unii"": ""OP1R32D61U""}, {""name"": ""STARCH, PREGELATINIZED CORN"", ""unii"": ""O8232NY3SJ""}, {""name"": ""TITANIUM DIOXIDE"", ""unii"": ""15FIX9V2JP""}, {""name"": ""TRIETHYL CITRATE"", ""unii"": ""8Z96QXD6UM""}, {""name"": ""FERRIC OXIDE YELLOW"", ""unii"": ""EX438O2MRT""}]"
J6292F8L3D,C(CC(=O)c1ccc(cc1)F)CN2CCC(CC2)(c3ccc(cc3)Cl)O,5.0,1,ORAL,TABLET,"[{""name"": ""CALCIUM STEARATE"", ""unii"": ""776XM7047L""}, {""name"": ""D&C YELLOW NO. 10"", ""unii"": ""35SW5USQ3G""}, {""name"": ""DIBASIC CALCIUM PHOSPHATE DIHYDRATE"", ""unii"": ""O7TSZ97GEP""}, {""name"": ""FD&C BLUE NO. 1 ALUMINUM LAKE"", ""unii"": ""J9EQA3S2JM""}, {""name"": ""POVIDONE K30"", ""unii"": ""U725QWY32X""}, {""name"": ""SODIUM STARCH GLYCOLATE TYPE A POTATO"", ""unii"": ""5856J3G2A2""}, {""name"": ""STARCH, CORN"", ""unii"": ""O8232NY3SJ""}, {""name"": ""ALUMINUM OXIDE"", ""unii"": ""LMI26O6933""}]"
J6292F8L3D,C(CC(=O)c1ccc(cc1)F)CN2CCC(CC2)(c3ccc(cc3)Cl)O,0.5,1,ORAL,TABLET,"[{""name"": ""MAGNESIUM STEARATE"", ""unii"": ""70097M6I30""}, {""name"": ""CELLULOSE, MICROCRYSTALLINE"", ""unii"": ""OP1R32D61U""}, {""name"": ""STARCH, CORN"", ""unii"": ""O8232NY3SJ""}, {""name"": ""D&C YELLOW NO. 10 ALUMINUM LAKE"", ""unii"": ""CQ3XH3DET6""}, {""name"": ""FD&C BLUE NO. 1 ALUMINUM LAKE"", ""unii"": ""J9EQA3S2JM""}, {""name"": ""FD&C RED NO. 40"", ""unii"": ""WZB9127XOA""}]"
SOD6A38AGA,c1ccc(cc1)[C@H](c2ccc(cc2)Cl)N3CCN(CC3)CCOCC(=O)O.Cl.Cl,5.0,1,ORAL,TABLET,"[{""name"": ""CELLULOSE, MICROCRYSTALLINE"", ""unii"": ""OP1R32D61U""}, {""name"": ""LACTOSE MONOHYDRATE"", ""unii"": ""EWQ57Q8I5X""}, {""name"": ""MAGNESIUM STEARATE"", ""unii"": ""70097M6I30""}, {""name"": ""HYPROMELLOSE"", ""unii"": ""3NXW29V3WO""}, {""name"": ""TITANIUM DIOXIDE"", ""unii"": ""15FIX9V2JP""}, {""name"": ""SODIUM ACETATE"", ""unii"": ""4550K0SC9B""}, {""name"": ""Acetic Acid"", ""unii"": ""Q40Q9N063P""}, {""name"": ""GLYCERIN"", ""unii"": ""PDC6A3C0OX""}, {""name"": ""METHYLPARABEN"", ""unii"": ""A2I8C7HI9T""}, {""name"": ""PROPYLPARABEN"", ""unii"": ""Z8IX2SC1OH""}, {""name"": ""SACCHARIN SODIUM"", ""unii"": ""SB8ZUX40TY""}]"
90Y4QC304K,CC(c1cccc(c1)C(=O)c2ccccc2)C(=O)O,75.0,1,ORAL,CAPSULE,"[{""name"": ""LACTOSE, UNSPECIFIED FORM"", ""unii"": ""J2B2A4N98G""}, {""name"": ""MAGNESIUM STEARATE"", ""unii"": ""70097M6I30""}, {""name"": ""GELATIN"", ""unii"": ""2G86QN327L""}, {""name"": ""SODIUM LAURYL SULFATE"", ""unii"": ""368GB5141J""}, {""name"": ""TITANIUM DIOXIDE"", ""unii"": ""15FIX9V2JP""}, {""name"": ""D&C RED NO. 28"", ""unii"": ""767IP0Y5NH""}, {""name"": ""FD&C BLUE NO. 1"", ""unii"": ""H3R47K3TBD""}]"
